party,year,emissions_gt
Luxembourg,2005,0.012993834077713708
Luxembourg,2006,0.012824482917364466
Luxembourg,2007,0.012236272062963472
Luxembourg,2008,0.01212620826602911
Luxembourg,2009,0.011584163432957486
Luxembourg,2010,0.01215904505908896
Luxembourg,2011,0.012040480313314143
Luxembourg,2012,0.011804174421026077
Luxembourg,2013,0.0112813105459474
Luxembourg,2014,0.010785435987565775
Luxembourg,2015,0.010313874921899316
Luxembourg,2016,0.010077823419039834
Luxembourg,2017,0.010259736237497132
Luxembourg,2018,0.010563275854194809
Luxembourg,2019,0.01073999295074641
Luxembourg,2020,0.009029899171868389
Luxembourg,2021,0.009390729934326806
Malta,1990,0.0026264307770354376
Malta,1991,0.0024800684208601577
Malta,1992,0.0025131065183816924
Malta,1993,0.0031158056708815995
Malta,1994,0.0028941337895176575
Malta,1995,0.002691063681069458
Malta,1996,0.0027818055922104444
Malta,1997,0.00281348873633053
Malta,1998,0.002787664653642264
Malta,1999,0.0028451082166350964
Malta,2000,0.0027497144533475417
Malta,2001,0.0030259873980698674
Malta,2002,0.003046791927458501
Malta,2003,0.0032690413290963898
Malta,2004,0.0031760818270672258
Malta,2005,0.0029976630236384313
Malta,2006,0.0030522351119804045
Malta,2007,0.0031398280892689845
Malta,2008,0.0030198881700093747
Malta,2009,0.0028852616509401764
Malta,2010,0.0029623300859593625
Malta,2011,0.0029610563981129277
Malta,2012,0.00312627085874142
Malta,2013,0.002799150228795701
Malta,2014,0.002807205756025197
Malta,2015,0.0021291623104137906
Malta,2016,0.0018469604668368428
Malta,2017,0.0020283822211792724
Malta,2018,0.002037803103238901
Malta,2019,0.0021499256585732454
Malta,2020,0.002111859116755312
Malta,2021,0.002133618736826443
Monaco,1990,0.00010245956193710488
Monaco,1991,0.00010331195962316293
Monaco,1992,0.0001089565253525366
Monaco,1993,0.00010810795789045328
Monaco,1994,0.00010880269706078335
Monaco,1995,0.00010543663826169421
Monaco,1996,0.00010922933201914008
Monaco,1997,0.00010785287602133448
Monaco,1998,0.00010694753076310948
Monaco,1999,0.00010815662366627733
Monaco,2000,0.00010628890195994332
Monaco,2001,0.00010673047016181857
Monaco,2002,0.00010710508779240704
Monaco,2003,0.00010408770255588275
Monaco,2004,9.885623310902243e-05
Monaco,2005,9.774010053227067e-05
Monaco,2006,9.330133432493648e-05
Monaco,2007,9.312224001746796e-05
Monaco,2008,9.38011319780268e-05
Monaco,2009,9.014597456326112e-05
Monaco,2010,8.775892090907214e-05
Monaco,2011,8.629697023816473e-05
Monaco,2012,8.913413754002047e-05
Monaco,2013,9.112665737649576e-05
Monaco,2014,8.519760474078656e-05
Monaco,2015,8.821331010966603e-05
Monaco,2016,8.642891011081003e-05
Monaco,2017,8.333283988906781e-05
Monaco,2018,8.666759096113051e-05
Monaco,2019,8.30093129268974e-05
Monaco,2020,6.976156958190525e-05
Monaco,2021,7.363276189518574e-05
Netherlands,1990,0.22178103541224226
Netherlands,1991,0.22971198854328476
Netherlands,1992,0.23015110415331938
Netherlands,1993,0.23046425338690113
Netherlands,1994,0.23119985703721718
Netherlands,1995,0.23130556967909852
Netherlands,1996,0.2416620940571475
Netherlands,1997,0.23332850096337474
Netherlands,1998,0.2335401574296105
Netherlands,1999,0.22107111572631027
Netherlands,2000,0.21945492026075678
Netherlands,2001,0.22058320300419998
Netherlands,2002,0.2182565347859683
Netherlands,2003,0.21899383056424931
Netherlands,2004,0.22047899897158435
Netherlands,2005,0.21466694782552936
Netherlands,2006,0.20952376449950036
Netherlands,2007,0.20807785325659636
Netherlands,2008,0.2079414098063994
Netherlands,2009,0.20230072298412008
Netherlands,2010,0.2142366370088305
Netherlands,2011,0.1999229241241126
Netherlands,2012,0.19558175150401674
Netherlands,2013,0.19527802167210914
Netherlands,2014,0.1870535812381114
Netherlands,2015,0.19401591383458447
Netherlands,2016,0.19464448791894107
Netherlands,2017,0.19199116557862575
Netherlands,2018,0.18675963252777483
Netherlands,2019,0.18093686507612508
Netherlands,2020,0.16436779321282788
Netherlands,2021,0.1671532451103156
New Zealand,1990,0.06472007144791342
New Zealand,1991,0.06568843175072184
New Zealand,1992,0.06683498229461636
New Zealand,1993,0.0666938261003733
New Zealand,1994,0.06785923208399183
New Zealand,1995,0.06839469624790785
New Zealand,1996,0.07055154180564668
New Zealand,1997,0.07338151697516453
New Zealand,1998,0.07118687249626703
New Zealand,1999,0.07297547198985044
New Zealand,2000,0.07485047246805869
New Zealand,2001,0.07775579045087826
New Zealand,2002,0.07768244083978035
New Zealand,2003,0.07982739168317152
New Zealand,2004,0.0796692417746139
New Zealand,2005,0.08175217601302592
New Zealand,2006,0.08177336222943006
New Zealand,2007,0.07967333248789106
New Zealand,2008,0.07935040306673916
New Zealand,2009,0.0766473103779649
New Zealand,2010,0.07732802269847885
New Zealand,2011,0.07710614782953101
New Zealand,2012,0.07908691351051153
New Zealand,2013,0.0784300061364678
New Zealand,2014,0.07921262523132418
New Zealand,2015,0.07903698895216832
New Zealand,2016,0.07693022399174719
New Zealand,2017,0.07851140044132048
New Zealand,2018,0.0787763011892705
New Zealand,2019,0.07998979346760593
New Zealand,2020,0.07733066086962972
New Zealand,2021,0.07682458718178982
Norway,1990,0.05071244625624105
Norway,1991,0.048339039371300775
Norway,1992,0.046706767134393624
Norway,1993,0.04859868471915581
Norway,1994,0.050502106538321656
Norway,1995,0.05083445940580235
Norway,1996,0.05371733923463687
Norway,1997,0.05369341396520505
Norway,1998,0.05376544456828693
Norway,1999,0.05474137376152859
Norway,2000,0.05407415870321684
Norway,2001,0.05529861770613428
Norway,2002,0.0541729128780597
Norway,2003,0.05494755094564523
Norway,2004,0.0554279768109441
Norway,2005,0.05447172346084516
Norway,2006,0.05456893701362508
Norway,2007,0.05627286622959304
Norway,2008,0.054881821081651815
Norway,2009,0.05254105943398074
Norway,2010,0.05492506077138701
Norway,2011,0.05399914698098809
Norway,2012,0.053380666561692616
Norway,2013,0.05361508381411749
Norway,2014,0.053906696413857605
Norway,2015,0.054362816318011785
Norway,2016,0.053447034810093885
Norway,2017,0.052678814486875884
Norway,2018,0.05270296884739165
Norway,2019,0.05095821851942659
Norway,2020,0.04921463539933913
Norway,2021,0.048901955332261285
Poland,1990,0.474554322342134
Poland,1991,0.46318004153648823
Poland,1992,0.4508566356479532
Poland,1993,0.4509373423827361
Poland,1994,0.44482753276648707
Poland,1995,0.44673187337676024
Poland,1996,0.46038354000717857
Poland,1997,0.45001232800735225
Poland,1998,0.41938976831888597
Poland,1999,0.4075317971237807
Poland,2000,0.39399272743607694
Poland,2001,0.39252296882508114
Poland,2002,0.3823018169912502
Poland,2003,0.395538579156532
Poland,2004,0.4007994287063374
Poland,2005,0.4007086889875957
Poland,2006,0.4153412988538061
Poland,2007,0.4146528292932808
Poland,2008,0.40785717853880854
Poland,2009,0.38982681635801286
Poland,2010,0.40723696078142463
Poland,2011,0.4057987573013709
Poland,2012,0.39790073476331594
Poland,2013,0.393881538492464
Poland,2014,0.381064717613607
Poland,2015,0.3833953303360203
Poland,2016,0.3943152691541479
Poland,2017,0.40900317541056896
Poland,2018,0.4090039479019784
Poland,2019,0.38638636338842547
Poland,2020,0.3713124329242126
Poland,2021,0.39943848901317197
Portugal,1990,0.05947335473937497
Portugal,1991,0.06139748790964025
Portugal,1992,0.0652431112822155
Portugal,1993,0.06374546885833716
Portugal,1994,0.06465262646142284
Portugal,1995,0.06930634382605783
Portugal,1996,0.06701282493551866
Portugal,1997,0.07019949747763088
Portugal,1998,0.07505869904036938
Portugal,1999,0.08316863688104992
Portugal,2000,0.08242002026373903
Portugal,2001,0.08193994494332371
Portugal,2002,0.08639495184712528
Portugal,2003,0.08129914960873623
Portugal,2004,0.08452057139497934
Portugal,2005,0.0864892191467621
Portugal,2006,0.08164947159633867
Portugal,2007,0.07932544549046085
Portugal,2008,0.07690051429353865
Portugal,2009,0.07381010944164018
Portugal,2010,0.06952986058840809
Portugal,2011,0.06805817479450692
Portugal,2012,0.06607680958577873
Portugal,2013,0.06415674879474281
Portugal,2014,0.06404175800424398
Portugal,2015,0.06817864459756165
Portugal,2016,0.06635193585523692
Portugal,2017,0.07140399847972664
Portugal,2018,0.06776499308337045
Portugal,2019,0.06411550619892482
Portugal,2020,0.05802934780094074
Portugal,2021,0.05635940719254325
Romania,1990,0.25713718291710913
Romania,1991,0.2104083283621971
Romania,1992,0.19485667144689706
Romania,1993,0.18439386526965187
Romania,1994,0.18184545519949405
Romania,1995,0.1887418140222482
Romania,1996,0.19173616309246644
Romania,1997,0.18515258669828874
Romania,1998,0.16818519378524638
Romania,1999,0.15029007174714923
Romania,2000,0.142238310366946
Romania,2001,0.14598234360384824
Romania,2002,0.14799876489586422
Romania,2003,0.15386269678839407
Romania,2004,0.15212161200834973
Romania,2005,0.15132709841184272
Romania,2006,0.15235049743695792
Romania,2007,0.1559307778657804
Romania,2008,0.1528975571723738
Romania,2009,0.1312938737377695
Romania,2010,0.12666990689480775
Romania,2011,0.13287106780773392
Romania,2012,0.13069330909452223
Romania,2013,0.11872166759291246
Romania,2014,0.11821481298483123
Romania,2015,0.11709980640345946
Romania,2016,0.1153101637575458
Romania,2017,0.11835866106500567
Romania,2018,0.11923680046720052
Romania,2019,0.11576275453877123
Romania,2020,0.11203603865103626
Romania,2021,0.1154031516033109
Russian Federation,1990,3.1665790510319014
Russian Federation,1991,3.0053193964110605
Russian Federation,1992,2.5246180445963295
Russian Federation,1993,2.385612003282474
Russian Federation,1994,2.1228124029064985
Russian Federation,1995,2.0707114873108257
Russian Federation,1996,2.019459808607601
Russian Federation,1997,1.9018042055407995
Russian Federation,1998,1.870018309789547
Russian Federation,1999,1.9005037158563505
Russian Federation,2000,1.8950013844620517
Russian Federation,2001,1.9286199536650572
Russian Federation,2002,1.9085018660386932
Russian Federation,2003,1.9401177999604629
Russian Federation,2004,1.9526171568829194
Russian Federation,2005,1.970602687171546
Russian Federation,2006,2.030163083939295
Russian Federation,2007,2.0301222631329336
Russian Federation,2008,2.059490289291669
Russian Federation,2009,1.9250381803326178
Russian Federation,2010,2.019393430265395
Russian Federation,2011,2.076058193262399
Russian Federation,2012,2.1009465194569756
Russian Federation,2013,2.0418052065549084
Russian Federation,2014,2.0376433138224805
Russian Federation,2015,2.0333349628760278
Russian Federation,2016,2.03396836199881
Russian Federation,2017,2.08264432313239
Russian Federation,2018,2.1452413803663184
Russian Federation,2019,2.136517947215497
Russian Federation,2020,2.0611098589416583
Russian Federation,2021,2.156599340084509
Slovakia,1990,0.07373866978283292
Slovakia,1991,0.06434341314882076
Slovakia,1992,0.058624787503618055
Slovakia,1993,0.05524288191821568
Slovakia,1994,0.05268666144410409
Slovakia,1995,0.05317997357867129
Slovakia,1996,0.05299795936410307
Slovakia,1997,0.052819658457663225
Slovakia,1998,0.05211831048678742
Slovakia,1999,0.050854293847280005
Slovakia,2000,0.04898621045385743
Slovakia,2001,0.05125663094230085
Slovakia,2002,0.04987014887126095
Slovakia,2003,0.04997349894653683
Slovakia,2004,0.05067997154703243
Slovakia,2005,0.05066631275191574
Slovakia,2006,0.050444973216240106
Slovakia,2007,0.04869937816663213
Slovakia,2008,0.0492141633887053
Slovakia,2009,0.04495541175117003
Slovakia,2010,0.04576663121509287
Slovakia,2011,0.04483989583694146
Slovakia,2012,0.04245137486410281
Slovakia,2013,0.042131216643806695
Slovakia,2014,0.04014020427984629
Slovakia,2015,0.040869576998882544
Slovakia,2016,0.04131867118031366
Slovakia,2017,0.04241928131691703
Slovakia,2018,0.04227642986415653
Slovakia,2019,0.039955727134466844
Slovakia,2020,0.03718788947925809
Slovakia,2021,0.04122649357881563
Slovenia,1990,0.01879764778314313
Slovenia,1991,0.017447821539248565
Slovenia,1992,0.017432259336015332
Slovenia,1993,0.017667815782161474
Slovenia,1994,0.01808234227232341
Slovenia,1995,0.018863252857506348
Slovenia,1996,0.019463616082083343
Slovenia,1997,0.02000394394588307
Slovenia,1998,0.019600928883443402
Slovenia,1999,0.018985921037615143
Slovenia,2000,0.01876938080744517
Slovenia,2001,0.020040569499593486
Slovenia,2002,0.020318614670689017
Slovenia,2003,0.019987827706361132
Slovenia,2004,0.020386443134738332
Slovenia,2005,0.02064329160823714
Slovenia,2006,0.020833673464439168
Slovenia,2007,0.021020410270391192
Slovenia,2008,0.02174329269126389
Slovenia,2009,0.01956659819158634
Slovenia,2010,0.01979792741421541
Slovenia,2011,0.01971601103075885
Slovenia,2012,0.019083137553200073
Slovenia,2013,0.01838200457813237
Slovenia,2014,0.016726123333991944
Slovenia,2015,0.01691246539968917
Slovenia,2016,0.01779002676668252
Slovenia,2017,0.017870427766285835
Slovenia,2018,0.017689130652186934
Slovenia,2019,0.017204826601807718
Slovenia,2020,0.015974783488388333
Slovenia,2021,0.01610647722729196
Spain,1990,0.2877102723640255
Spain,1991,0.2954428031166119
Spain,1992,0.3048338414577959
Spain,1993,0.29473341280607634
Spain,1994,0.31088552717444484
Spain,1995,0.3270110464692878
Spain,1996,0.3185432640857484
Spain,1997,0.3326196507893869
Spain,1998,0.3421829762764626
Spain,1999,0.36836263734854724
Spain,2000,0.3832763610381732
Spain,2001,0.38204283576198733
Spain,2002,0.4007224463299559
Spain,2003,0.4079287679298864
Spain,2004,0.42358974120327225
Spain,2005,0.43875963228833587
Spain,2006,0.4320967333352173
Spain,2007,0.44283179822736946
Spain,2008,0.4091745181428354
Spain,2009,0.36981112679554695
Spain,2010,0.3546522792571177
Spain,2011,0.3546321532882035
Spain,2012,0.34750926635018103
Spain,2013,0.32045233249420435
Spain,2014,0.3219374343545846
Spain,2015,0.3336234076798377
Spain,2016,0.3216496957191101
Spain,2017,0.3347035210149976
Spain,2018,0.32890509403329865
Spain,2019,0.30981416654012506
Spain,2020,0.2722443621210885
Spain,2021,0.2888478155113274
Sweden,1990,0.07147831263971414
Sweden,1991,0.07158778238951057
Sweden,1992,0.07125263622545594
Sweden,1993,0.07146807401187608
Sweden,1994,0.07394029700205941
Sweden,1995,0.073326172171143
Sweden,1996,0.0772389969967179
Sweden,1997,0.07234571564560445
Sweden,1998,0.07273423262672563
Sweden,1999,0.06960278717253823
Sweden,2000,0.06834911129311796
Sweden,2001,0.06912853469181877
Sweden,2002,0.06973520963878412
Sweden,2003,0.07007145655593061
Sweden,2004,0.06941033442549456
Sweden,2005,0.06654092516957996
Sweden,2006,0.06618371640291959
Sweden,2007,0.06503487666301634
Sweden,2008,0.0626279915367284
Sweden,2009,0.0583952554267099
Sweden,2010,0.06437565006099089
Sweden,2011,0.06001226326590443
Sweden,2012,0.05710854523211572
Sweden,2013,0.05547354583699926
Sweden,2014,0.0537294133514532
Sweden,2015,0.05355722498536856
Sweden,2016,0.05346824837104601
Sweden,2017,0.05256266123290778
Sweden,2018,0.051784169323273094
Sweden,2019,0.05060724019767741
Sweden,2020,0.04621402857889871
Sweden,2021,0.047816701388838215
Switzerland,1990,0.05493387865111361
Switzerland,1991,0.0568182550036635
Switzerland,1992,0.056567895585046706
Switzerland,1993,0.053980311657070644
Switzerland,1994,0.05292934388829911
Switzerland,1995,0.05381843192695257
Switzerland,1996,0.05446839389143239
Switzerland,1997,0.053252235180014706
Switzerland,1998,0.054784056086545206
Switzerland,1999,0.05458578728726494
Switzerland,2000,0.05383934368489881
Switzerland,2001,0.055364277678336696
Switzerland,2002,0.05380830121938506
Switzerland,2003,0.05487035823855533
Switzerland,2004,0.055465746137461976
Switzerland,2005,0.05608986010289764
Switzerland,2006,0.05575881110993998
Switzerland,2007,0.0538169855383098
Switzerland,2008,0.05521116779928032
Switzerland,2009,0.053726264862707145
Switzerland,2010,0.055306849621554084
Switzerland,2011,0.05118629259980723
Switzerland,2012,0.05251628479779902
Switzerland,2013,0.05336183861487669
Switzerland,2014,0.04942548029144421
Switzerland,2015,0.04890348393080708
Switzerland,2016,0.04921197586572474
Switzerland,2017,0.04824513356409368
Switzerland,2018,0.04674116903189236
Switzerland,2019,0.04647047258473198
Switzerland,2020,0.04378973694740407
Switzerland,2021,0.04513572011110425
Türkiye,1990,0.21952615112605992
Türkiye,1991,0.22679472134126277
Türkiye,1992,0.23313248256892952
Türkiye,1993,0.24077174649845834
Türkiye,1994,0.2343878300250214
Türkiye,1995,0.24824890883693332
Türkiye,1996,0.26758138626218547
Türkiye,1997,0.2788138405457877
Türkiye,1998,0.280318958801664
Türkiye,1999,0.27777679906588143
Türkiye,2000,0.29891675470246365
Türkiye,2001,0.2797401377805141
Türkiye,2002,0.28562336519140374
Türkiye,2003,0.304794787500388
Türkiye,2004,0.3144235699839391
Türkiye,2005,0.3375749984925617
Türkiye,2006,0.3580025346816609
Türkiye,2007,0.39169700590430784
Türkiye,2008,0.3884945562948762
Türkiye,2009,0.3951771412461563
Türkiye,2010,0.3987931646940703
Türkiye,2011,0.42861758908131337
Türkiye,2012,0.4481844581338876
Türkiye,2013,0.4401953008341929
Türkiye,2014,0.4594895079787362
Türkiye,2015,0.4749675348442466
Türkiye,2016,0.5011079064454113
Türkiye,2017,0.5285659289023875
Türkiye,2018,0.5231080336552367
Türkiye,2019,0.5087258734768983
Türkiye,2020,0.5239908166553155
Türkiye,2021,0.564389749886679
Ukraine,1990,0.9428004688064854
Ukraine,1991,0.8564256225579284
Ukraine,1992,0.8012745919184915
Ukraine,1993,0.7110812134404344
Ukraine,1994,0.6049131894047893
Ukraine,1995,0.562107576419616
Ukraine,1996,0.5154214992311633
Ukraine,1997,0.499632651769265
Ukraine,1998,0.48091302024836424
Ukraine,1999,0.4497690625475325
Ukraine,2000,0.4279172421234343
Ukraine,2001,0.445990655048872
Ukraine,2002,0.43103449361054824
Ukraine,2003,0.4403117822069511
Ukraine,2004,0.443118425964255
Ukraine,2005,0.4424020132874031
Ukraine,2006,0.4600356434811943
Ukraine,2007,0.46341536445279036
Ukraine,2008,0.45114547876716127
Ukraine,2009,0.3905330874420304
Ukraine,2010,0.4073457548424824
Ukraine,2011,0.42874900427914353
Ukraine,2012,0.41783180039365125
Ukraine,2013,0.40924315910859643
Ukraine,2014,0.36274771570374925
Ukraine,2015,0.3191665847861952
Ukraine,2016,0.33760614987486665
Ukraine,2017,0.3232865907584449
Ukraine,2018,0.33981524372058003
Ukraine,2019,0.3341181083565401
Ukraine,2020,0.31803494780847713
Ukraine,2021,0.32725876554763195
United Kingdom of Great Britain and Northern Ireland,1990,0.806301842515123
United Kingdom of Great Britain and Northern Ireland,1991,0.8151700240455333
United Kingdom of Great Britain and Northern Ireland,1992,0.7948995204928619
United Kingdom of Great Britain and Northern Ireland,1993,0.7759327994165695
United Kingdom of Great Britain and Northern Ireland,1994,0.7637241129270965
United Kingdom of Great Britain and Northern Ireland,1995,0.7576442164086263
United Kingdom of Great Britain and Northern Ireland,1996,0.7783847256307075
United Kingdom of Great Britain and Northern Ireland,1997,0.7542259409964629
United Kingdom of Great Britain and Northern Ireland,1998,0.7528068427712182
United Kingdom of Great Britain and Northern Ireland,1999,0.7238016087856126
United Kingdom of Great Britain and Northern Ireland,2000,0.723919576159444
United Kingdom of Great Britain and Northern Ireland,2001,0.7270635431130177
United Kingdom of Great Britain and Northern Ireland,2002,0.705879637270556
United Kingdom of Great Britain and Northern Ireland,2003,0.7113132853928951
United Kingdom of Great Britain and Northern Ireland,2004,0.7079309701271876
United Kingdom of Great Britain and Northern Ireland,2005,0.6995953911501079
United Kingdom of Great Britain and Northern Ireland,2006,0.6921954770792079
United Kingdom of Great Britain and Northern Ireland,2007,0.6800313478417546
United Kingdom of Great Britain and Northern Ireland,2008,0.6587273056771085
United Kingdom of Great Britain and Northern Ireland,2009,0.6019003135139762
United Kingdom of Great Britain and Northern Ireland,2010,0.6157245868550019
United Kingdom of Great Britain and Northern Ireland,2011,0.5702335164931704
United Kingdom of Great Britain and Northern Ireland,2012,0.5863284828371987
United Kingdom of Great Britain and Northern Ireland,2013,0.5720406618381899
United Kingdom of Great Britain and Northern Ireland,2014,0.5314301615403543
United Kingdom of Great Britain and Northern Ireland,2015,0.5138801932169187
United Kingdom of Great Britain and Northern Ireland,2016,0.48830930658586624
United Kingdom of Great Britain and Northern Ireland,2017,0.47687421486527587
United Kingdom of Great Britain and Northern Ireland,2018,0.4678699513153275
United Kingdom of Great Britain and Northern Ireland,2019,0.453233646267804
United Kingdom of Great Britain and Northern Ireland,2020,0.40896507661368015
United Kingdom of Great Britain and Northern Ireland,2021,0.4294894710985237
United States of America,1990,6.4873309482858525
United States of America,1991,6.418406190288614
United States of America,1992,6.534880126584912
United States of America,1993,6.639525504805794
United States of America,1994,6.745166790661121
United States of America,1995,6.821933717562939
United States of America,1996,7.023529628665775
United States of America,1997,7.079206863335177
United States of America,1998,7.124684268126308
United States of America,1999,7.169885427989543
United States of America,2000,7.369162971771562
United States of America,2001,7.253522307974801
United States of America,2002,7.293277737442325
United States of America,2003,7.352702361115053
United States of America,2004,7.464364918375174
United States of America,2005,7.477358360841533
United States of America,2006,7.407921495273626
United States of America,2007,7.511447957796066
United States of America,2008,7.294541719409942
United States of America,2009,6.840741542040688
United States of America,2010,7.058197908345731
United States of America,2011,6.907203235707216
United States of America,2012,6.670533532336505
United States of America,2013,6.841661092986665
United States of America,2014,6.89852559577771
United States of America,2015,6.737358643793829
United States of America,2016,6.578432361728993
United States of America,2017,6.561824439819123
United States of America,2018,6.7548316478202315
United States of America,2019,6.617916875843014
United States of America,2020,6.025973612736474
United States of America,2021,6.34022829230889
